index,character,dialogue,episode
824,BIGGS,Luke!  I dont believe it!  Howd you get here... are you going out with us?!,IV
825,LUKE,Biggs!  Of course Ill be up there with you!  Listen have I got some stories to tell...,IV
826,RED,LEADER Are you... Luke Skywalker?  Have you been checked out on the Incom T-sixty-five?,IV
827,BIGGS,Sir Luke is the best bushpilot in the outer rim territories.,IV
828,RED,LEADER I met your father once when I was just a boy.  He was a great pilot.  Youll do all right.  If youve got half of your fathers skill youll do better than all right.,IV
829,LUKE,Thank you sir.  Ill try.,IV
830,BIGGS,Ive got to get aboard.  Listen youll tell me your stories when we come back.  All right?,IV
831,LUKE,I told you Id make it someday Biggs.,IV
832,BIGGS,You did all right.  Its going to be like old times Luke. Were a couple of shooting stars thatll never be stopped!,IV
833,CHIEF,This R2 unit of your seems a bit beat up.  Do you want a new one?,IV
834,LUKE,Not on your life!  That little droid and I have been through a lot together.You okay Artoo?,IV
835,CHIEF,Okay easy she goes!,IV
836,THREEPIO,Hang on tight Artoo youve got to come back.,IV
837,THREEPIO,You wouldnt want my life to get boring would you?,IV
838,BEN,Luke the Force will be with you.,IV
839,MASSASSI,INTERCOM VOICE Stand-by alert.  Death Star approaching.  Estimated time to firing range fifteen minutes.,IV
840,RED,LEADER All wings report in.,IV
841,RED,TEN Red Ten standing by.,IV
842,RED,SEVEN Red Seven standing by.,IV
843,BIGGS,Red Three standing by.,IV
844,PORKINS,Red Six standing by.,IV
845,RED,NINE Red Nine standing by.,IV
846,WEDGE,Red Two standing by.,IV
847,RED,ELEVEN Red Eleven standing by.,IV
848,LUKE,Red Five standing by.,IV
849,RED,LEADER Lock S-foils in attack position.,IV
850,RED,LEADER Were passing through their magnetic field.,IV
851,RED,LEADER Hold tight!,IV
852,RED,LEADER Switch your deflectors on.,IV
853,RED,LEADER Double front!,IV
854,WEDGE,Look at the size of that thing!,IV
855,RED,LEADER Cut the chatter Red Two.,IV
856,RED,LEADER Accelerate to attack speed.  This is it boys!,IV
857,GOLD,LEADER Red Leader this is Gold Leader.,IV
858,RED,LEADER I copy Gold Leader.,IV
859,GOLD,LEADER Were starting for the target shaft now.,IV
860,RED,LEADER Were in position.  Im going to cut across the axis and try and draw their fire.,IV
861,WEDGE,Heavy fire boss!  Twenty-threedegrees.,IV
862,RED,LEADER I see it.  Stay low. ,IV
863,LUKE,This is Red Five!  Im going in!,IV
864,BIGGS,Luke pull up!,IV
865,BIGGS,Are you all right?,IV
866,LUKE,I got a little cooked but Im okay.,IV
867,ASTRO-OFFICER,We count thirty Rebel ships Lord Vader.  But theyre so small theyre evading our turbo-lasers!,IV
868,VADER,Well have to destroy them ship to ship.  Get the crews to their fighters.,IV
869,RED,LEADER Luke let me know when youre going in.,IV
870,LUKE,Im on my way in now...,IV
871,RED,LEADER Watch yourself!  Theres a lot of fire coming from the right side of that deflection tower.,IV
872,LUKE,Im on it.,IV
873,CONTROL,OFFICER Squad leaders weve picked up a new group of signals.  Enemy fighters coming your way.,IV
874,LUKE,My scopes negative.  I dont see anything.,IV
875,RED,LEADER Keep up your visual scanning.  With all this jamming theyll be on top of you before your scope can pick them up.,IV
876,RED,LEADER Biggs!  Youve picked one up... watch it!,IV
877,BIGGS,I cant see it!  Where is he?!,IV
878,BIGGS,Hes on me tight I cant shake him... I cant shake him.,IV
879,LUKE,Hang on Biggs Im coming in.,IV
880,LUKE,Got him!,IV
881,VADER,Several fighters have broken off from the main group.  Come with me!,IV
882,BIGGS,Pull in!  Luke... pull in!,IV
883,WEDGE,Watch your back Luke!,IV
884,WEDGE,Watch your back!  Fighters above you coming in!,IV
885,LUKE,Im hit but not bad.,IV
886,LUKE,Artoo see what you can do with it.  Hang on back there.,IV
887,RED,LEADER Red Six...,IV
888,RED,LEADER Can you see Red Five?,IV
889,RED,TEN Theres a heavy fire zone on this side. Red Five where are you?,IV
890,LUKE,I cant shake him!,IV
891,WEDGE,Im on him Luke!,IV
892,WEDGE,Hold on!,IV
893,LUKE,Blast it!  Wedge where are you?,IV
894,LUKE,Thanks Wedge.,IV
895,BIGGS,Good shooting Wedge!,IV
896,GOLD,LEADER Red Leader...,IV
897,GOLD,LEADER ... This is Gold Leader.  Were starting out attack run.,IV
898,RED,LEADER I copy Gold Leader.  Move into position.,IV
899,VADER,Stay in attack formation!,IV
900,GOLD,LEADER The exhaust post is...,IV
901,GOLD,LEADER ... marked and locked in!,IV
902,GOLD,LEADER Switch power to front deflection screens.,IV
903,GOLD,LEADER How many guns do you think Gold Five?,IV
904,GOLD,FIVE Id say about twenty guns.  Some on the surface some on the towers.,IV
905,MASSASSI,INTERCOM VOICE Death Star will be in range in five minutes. ,IV
906,GOLD,LEADER Switch to targeting computer.,IV
907,GOLD,TWO Computers locked.  Getting a signal.,IV
908,GOLD,TWO The guns... theyve stopped!,IV
909,GOLD,FIVE Stabilize your rear deflectors.  Watch for enemy fighters.,IV
910,GOLD,LEADER Theyve coming in!  Three marks at two ten.,IV
911,VADER,Ill take them myself!  Cover me!,IV
912,WINGMAN,Yes sir.,IV
913,GOLD,LEADER I cant maneuver!,IV
914,GOLD,FIVE Stay on target.,IV
915,GOLD,LEADER Were too close.,IV
916,GOLD,FIVE Stay on target!,IV
917,GOLD,LEADER Loosen up!,IV
918,GOLD,FIVE Gold Five to Red Leader...,IV
919,GOLD,FIVE Lost Tiree lost Dutch.,IV
920,RED,LEADER I copy Gold Five.,IV
921,GOLD,FIVE They came from behind....,IV
922,OFFICER,Weve analyzed their attack sir and there is a danger.  Should I have your ship standing by?,IV
923,TARKIN,Evacuate?  In out moment of triumph?  I think you overestimate their chances!,IV
924,VOICE,Rebel base three minutes and closing.,IV
925,RED,LEADER Red Group this is Red Leader.,IV
926,RED,LEADER Rendezvous at mark six point one.,IV
927,WEDGE,This is Red Two.  Flying towards you.,IV
928,BIGGS,Red Three standing by.,IV
929,DODONNA,Red Leader this is Base One.  Keep half your group out of range for the next run.,IV
930,RED,LEADER Copy Base One.  Luke take Red Two and Three.  Hold up here and wait for my signal... to start your run.,IV
931,RED,LEADER This is it!,IV
932,RED,TEN We should be able to see it by now.,IV
933,RED,LEADER Keep your eyes open for those fighters!,IV
934,RED,TEN Theres too much interference!,IV
935,RED,TEN Red Five can you see them from where you are?,IV
936,LUKE,No sign of any... wait!,IV
937,LUKE,Coming in point three five.,IV
938,RED,TEN I see them.,IV
939,RED,LEADER Im in range.,IV
940,RED,LEADER Targets coming up!,IV
941,RED,LEADER Just hold them off for a few seconds.,IV
942,VADER,Close up formation.,IV
943,RED,LEADER Almost there!,IV
944,RED,TEN Youd better let her loose.,IV
945,RED,LEADER Almost there!,IV
946,RED,TEN I cant hold them!,IV
947,RED,LEADER Its away!,IV
948,RED,NINE Its a hit!,IV
949,RED,LEADER Negative.,IV
950,RED,LEADER Negative!  It didnt go in it just impacted on the surface.,IV
951,LUKE,Red Leader were right above you.  Turn to point...,IV
952,LUKE,... oh-five; well cover for you.,IV
953,RED,LEADER Stay there...,IV
954,RED,LEADER ... I just lost my starboard engine.,IV
955,RED,LEADER Get set up for your attack run.,IV
956,DEATH,STAR INTERCOM VOICE Rebel base one minute and closing.,IV
957,LUKE,Biggs Wedge lets close it up.  Were going in.  Were going in full throttle.,IV
958,WEDGE,Right with you boss.,IV
959,BIGGS,Luke at that speed will you be able to pull out in time?,IV
960,LUKE,Itll be just like Beggars Canyon back home.,IV
961,BIGGS,Well stay back far enough to cover you.,IV
962,WEDGE,My scope shows the tower but I cant see the exhaust port!  Are you sure the computer can hit it?,IV
963,LUKE,Watch yourself!  Increase speed full throttle!,IV
964,WEDGE,What about that tower?,IV
965,LUKE,You worry about those fighters!  Ill worry about the tower!,IV
966,LUKE,Artoo... that that stabilizers broken loose again!  See if you cant lock it down!,IV
967,WEDGE,Im hit!  I cant stay with you.,IV
968,LUKE,Get clear Wedge.,IV
969,LUKE,You cant do any more good back there!,IV
970,WEDGE,Sorry!,IV
971,VADER,Let him go!  Stay on the leader!,IV
972,BIGGS,Hurry Luke theyre coming in much faster this time. I cant hold them!,IV
973,LUKE,Artoo try and increase the power!,IV
974,BIGGS,Hurry up Luke!,IV
975,BIGGS,Wait!,IV
976,DEATH,STAR INTERCOM VOICE Rebel base thirty seconds and closing.,IV
977,VADER,Im on the leader.,IV
978,THREEPIO,Hang on Artoo!,IV
979,BEN,Use the Force Luke.,IV
980,BEN,Let go Luke.,IV
981,VADER,The Force is strong with this one!,IV
982,BEN,Luke trust me.,IV
983,BASE,VOICE His computers off.  Luke you switched off your targeting computer.  Whats wrong?,IV
984,LUKE,Nothing.  Im all right.,IV
985,LUKE,Ive lost Artoo!,IV
986,MASSASSI,INTERCOM VOICE The Death Star has cleared the planet.  The Death Star has cleared the planet.,IV
987,DEATH,STAR INTERCOM VOICE Rebel base in range.,IV
988,TARKIN,You may fire when ready.,IV
989,DEATH,STAR INTERCOM VOICE Commence primary ignition.,IV
990,VADER,I have you now.,IV
991,VADER,What?,IV
992,HAN,Yahoo!,IV
993,WINGMAN,Look out!,IV
994,HAN,Youre all clear kid.,IV
995,HAN,Now lets blow this thing and go home!,IV
996,INTERCOM,VOICE Stand by to fire at Rebel base.,IV
997,INTERCOM,VOICE Standing by.,IV
998,HAN,Great shot kid.  That was one in a million.,IV
999,BEN,Remember the Force will be with you... always.,IV
1000,LEIA,Luke!  Luke!  Luke!,IV
1001,HAN,Hey!  Hey!,IV
1002,LUKE,I knew youd come back!  I just knew it!,IV
1003,HAN,Well I wasnt gonna let you get all the credit and take all the reward.,IV
1004,LEIA,Hey I knew there was more to you than money.,IV
1005,LUKE,Oh no!,IV
1006,THREEPIO,Oh my!  Artoo!  Can you hear me?  Say something!You can repair him cant you?,IV
1007,TECHNICIAN,Well get to work on him right away.,IV
1008,THREEPIO,You must repair him!  Sir if any of my circuits or gears will help Ill gladly donate them.,IV
1009,LUKE,Hell be all right.,IV
0,LUKE,Echo Three to Echo Seven. Han old buddy do you  read me?,V
1,HAN,Loud and clear kid. Whats up?,V
2,LUKE,Well I finished my circle. I dont pick up any  life readings.,V
3,HAN,There isnt enough life on this ice cube to fill a  space cruiser. The sensors are placed. Im going back.,V
4,LUKE,Right. Ill see you shortly. Theres a meteorite  that hit the ground near here. I want to check it out. It wont take long.,V
5,LUKE,Hey steady girl. Whats the matter? You smell something?,V
6,LUKE,Aaargh!,V
7,HAN,Chewie!,V
8,HAN,All right dont lose your temper. Ill come right back and give  you a hand.,V
9,RIEEKAN,Solo?,V
10,HAN,No sign of life out there General. The sensors are in place.  Youll know if anything comes around.,V
11,RIEEKAN,Commander Skywalker reported in yet?,V
12,HAN,No. Hes checking out a meteorite that hit near him.,V
13,RIEEKAN,With all the meteor activity in this  system its going to be difficult to spot approaching ships.,V
14,HAN,General Ive got to leave. I cant stay anymore.,V
15,RIEEKAN,Im sorry to hear that.,V
16,HAN,Well theres a price on my head. If I dont pay off Jabba the  Hut Im a dead man.,V
17,RIEEKAN,A death marks not an easy thing to live with. Youre a good  fighter Solo. I hate to lose you.,V
18,HAN,Thank you General.,V
19,HAN,Well Your Highness I guess this is it.,V
20,LEIA,Thats right.,V
21,HAN,Well dont get all mushy on me. So long Princess.,V
22,LEIA,Han!,V
23,HAN,Yes Your Highnessness?,V
24,LEIA,I thought you decided to stay.,V
25,HAN,Well the bounty hunter we ran into on Ord Mantell changed my  mind.,V
26,LEIA,Han we need you!,V
27,HAN,We?,V
28,LEIA,Yes.,V
29,HAN,Oh what about you need?,V
30,LEIA,I need? I dont know what youre talking about.,V
31,HAN,You probably dont.,V
32,LEIA,And what precisely am I supposed to know?,V
33,HAN,Come on! You want me to stay because of the way you feel about  me.,V
34,LEIA,Yes. Youre a great help to us. Youre a natural leader...,V
35,HAN,No! Thats not it. Come on. Aahhh -- uh huh! Come on.,V
36,LEIA,Youre imagining things.,V
37,HAN,Am I? Then why are you following me? Afraid I was going to leave  without giving you a goodbye kiss?,V
38,LEIA,Id just as soon kiss a Wookiee.,V
39,HAN,I can arrange that. You could use a good kiss!,V
40,THREEPIO,Dont try to blame me. I didnt ask you to turn on the  thermal heater. I merely commented that it was freezing in the princesss chamber. But its supposed to be freezing. How are we going to dry out all her clothes? I really dont know.,V
41,THREEPIO,Oh switch off.,V
42,HAN,Why do you take this apart now? Im trying to get us  out of here and you pull both of these.,V
43,THREEPIO,Excuse me sir.,V
44,HAN,Put them back together right now.,V
45,THREEPIO,Might I have a word with you please?,V
46,HAN,What do you want?,V
47,THREEPIO,Well its Princess Leia sir. Shes been trying to get you  on the communicator.,V
48,HAN,I turned it off. I dont want to talk to her.,V
49,THREEPIO,Oh. Well Princess Leia is wondering about Master Luke. He  hasnt come back yet. She doesnt know where he is.,V
50,HAN,I dont know where he is.,V
51,THREEPIO,Nobody knows where he is.,V
52,HAN,What do you mean nobody knows?,V
53,THREEPIO,Well uh you see...,V
54,HAN,Deck Officer. Deck Officer!,V
55,THREEPIO,Excuse me sir. Might I inqu-...,V
56,DECK,OFFICER Yes sir?,V
57,HAN,Do you know where Commander Skywalker is?,V
58,DECK,OFFICER I havent seen him. Its possible he came in through the  south entrance.,V
59,HAN,Its possible? Why dont you go find out? Its getting dark out  there.,V
60,DECK,OFFICER Yes sir.,V
61,THREEPIO,Excuse me sir. Might I inquire whats going on?,V
62,HAN,Why not?,V
63,THREEPIO,Impossible man. Come along Artoo lets find Princess Leia.  Between ourselves I think Master Luke is in considerable danger.,V
64,DECK,OFFICER Sir Commander Skywalker hasnt come in through the  south entrance. He might have forgotten to check in.,V
65,HAN,Not likely. Are the speeders ready?,V
66,DECK,OFFICER Not yet. Were having some trouble adapting them to the  cold.,V
67,HAN,Then well have to go out on Tauntauns.,V
68,DECK,OFFICER Sir the temperatures dropping too rapidly.,V
69,HAN,Thats right. And my friends out in it.,V
70,ASSISTANT,OFFICER Ill cover sector twelve. Have com-control set  screen alpha.,V
71,DECK,OFFICER Your Tauntaunll freeze before you reach the first  marker.,V
72,HAN,Then Ill see you in hell!,V
73,THREEPIO,You must come along now Artoo. Theres really nothing more  we can do. And my joints are freezing up.,V
74,THREEPIO,Dont say thing like that! Of course well see Master Luke  again. Hell be quite all right youll see.  Stupid little short-circuit. Hell be quite all right.,V
75,LIEUTENANT,Sir all the patrols are in. Theres still no contact from  Skywalker or Solo.,V
76,THREEPIO,Mistress Leia Artoo says hes been quite unable to pick up  any signals although he does admit that his own range is far too weak to abandon all hope.,V
77,DERLIN,Your Highness theres nothing more we can do tonight. The  shield doors must be closed.,V
78,DERLIN,Close the doors.,V
79,LIEUTENANT,Yes sir.,V
80,THREEPIO,Artoo says the chances of survival are seven hundred  seventy-five...to one.,V
81,THREEPIO,Actually Artoo has been known to make mistakes...from time  to time. Oh dear oh dear. Dont worry about Master Luke. Im sure hell be all right. Hes quite clever you know...for a human being.,V
82,BEN,Luke...Luke.,V
83,LUKE,Ben?,V
84,BEN,You will go to the Dagobah system.,V
85,LUKE,Dagobah system?,V
86,BEN,There you will learn from Yoda the Jedi Master who instructed  me.,V
87,LUKE,Ben...Ben.,V
88,HAN,Luke! Luke! Dont do this Luke. Come on give me a sign here.,V
89,HAN,Not much time.,V
90,LUKE,Ben...Ben...,V
91,HAN,Hang on kid.,V
92,LUKE,Dagobah system...,V
93,HAN,Whew...,V
94,LUKE,Dagobah...,V
95,HAN,This may smell bad kid...,V
96,LUKE,Yoda...,V
97,HAN,...but it will keep you warm...til I get the shelter built.   Ooh...I thought they smelled bad on the outside!,V
98,ZEV,Echo Base...Ive got something! Not much but  it could be a life form.,V
99,ZEV,This is Rouge Two. this is Rouge Two. Captain  Solo so you copy? Commander Skywalker do you copy? This is Rouge Two.,V
100,HAN,Good morning. Nice of you guys to  drop by.,V
101,ZEV,Echo Base...this is Rouge Two. I found  them. Repeat I found them.,V
102,THREEPIO,Master Luke sir its good to see you fully functional  again.,V
103,THREEPIO,Artoo expresses his relief also.,V
104,HAN,How are you feeling kid? You dont look so bad to me. In fact  you look strong enough to pull the ears off a Gundark.,V
105,LUKE,Thanks to you.,V
106,HAN,Thats two you owe me junior.,V
107,HAN,Well your Worship looks like you managed to keep me around for a  little while longer.,V
108,LEIA,I had nothing to do with it. General Rieekan thinks  its dangerous for any ships to leave the system until weve activated the energy shield.,V
109,HAN,Thats a good story. I think you just cant bear to let a  gorgeous guy like me out of your sight.,V
110,LEIA,I dont know where you get you delusions laser brain.,V
111,HAN,Laugh it up fuzz ball. But you didnt see us alone in the south  passage.,V
112,HAN,She expressed her true feelings for me.,V
113,LEIA,My...! Why you stuck up...half-witted...scruffy-looking...  nerf-herder!,V
114,HAN,Whos scruffy-looking?  I must have hit her pretty close  to the mark to get her all riled up like that huh kid?,V
115,LEIA,Why I guess you dont know everything about women yet?,V
116,ANNOUNCER,Headquarters personnel report to command  center.,V
117,HAN,Take it easy.,V
118,THREEPIO,Excuse us please.,V
119,RIEEKAN,Princess...we have a visitor.,V
120,RIEEKAN,Weve picked up something outside the base in zone twelve  moving east.,V
121,SENIOR,CONTROLLER Its metal.,V
122,LEIA,Then it couldnt be one of those creatures that attacked Luke.,V
123,HAN,It could be a speeder one of ours.,V
124,SENIOR,CONTROLLER No. Wait -- theres something very weak coming  through.,V
125,THREEPIO,Sir I am fluent in six million forms of communication. This  signal is not used by the Alliance. It could be an Imperial code.,V
126,HAN,It isnt friendly whatever it is. Come on Chewie lets check  it out.,V
127,RIEEKAN,Send Rouges Ten and Eleven to station three-eight.,V
128,HAN,Afraid theres not much left.,V
129,LEIA,What was it?,V
130,HAN,Droid of some kind. I didnt hit it that hard. It  must have had a self-destruct.,V
131,LEIA,An Imperial probe droid.,V
132,HAN,Its a good bet the Empire knows were here.,V
133,RIEEKAN,Wed better start the evacuation.,V
134,PIETT,Admiral.,V
135,OZZEL,Yes Captain,V
136,PIETT,I think weve got something sir. The report is only a fragment  had.,V
137,OZZEL,We have thousands of probe droids searching the  galaxy. I want proof not leads!,V
138,PIETT,The visuals indicate life readings.,V
139,OZZEL,It could mean anything. If we followed every lead...,V
140,PIETT,But sir the Hoth system is supposed to be devoid of human  forms.,V
141,VADER,You found something?,V
142,PIETT,Yes my lord.,V
143,VADER,Thats it. The  Rebels are there.,V
144,OZZEL,My lord there are so many uncharted settlements. It could be  smugglers it could be...,V
145,VADER,That is the system. And Im sure Skywalker is with them. Set  your course for the Hoth system. General Veers prepare you men.,V
146,REBEL,CAPTAIN Groups seven and ten will stay behind to fly the  speeders. As soon as each transport is loaded evacuation control will give clearance for immediate launch.,V
147,REBEL,FIGHTER Right sir.,V
148,HAN,Okay thats it. Try it...Off! Turn it  off! Turn it off! Off!,V
149,MEDICAL,DROID Sir it will take quite awhile to evacuate the T-forty-  sevens.,V
150,LUKE,Well forget the heavy equipment. Theres plenty of time to get  the smaller modules on the transports.,V
151,MEDICAL,DROID Take care sir.,V
152,LUKE,Thanks.,V
153,LUKE,Chewie take care of yourself okay?,V
154,HAN,Hi kid.  Theres got to be a reason for it. Check it  at the other end. Wait a second.  You all right?,V
155,LUKE,Yeah.,V
156,HAN,Be careful.,V
157,LUKE,You too.,V
158,CONTROLLER,General theres a fleet of Star Destroyers coming out of  hyperspace in sector four.,V
159,RIEEKAN,Reroute all power to the energy shield. Weve got to hold  them till all transports are away. Prepare for ground assault.,V
160,VADER,What is it General?,V
161,VEERS,My lord the fleet has moves out of light-speed. Com-Scan has  detected an energy field protecting an area around the sixth planet of the Hoth system. The field is strong enough to deflect any bombardment.,V
162,VADER,The Rebels are alerted to our presence. Admiral Ozzel  came out of light-speed too close to the system.,V
163,VEERS,He felt surprise was wiser...,V
164,VADER,He is as clumsy as he is stupid. General prepare your troops  for a surface attack.,V
165,VEERS,Yes my lord.,V
166,OZZEL,Lord Vader the fleet has moved out of light-speed and were  preparing to...Aaagh!,V
167,VADER,You have failed me for the last time Admiral. Captain Piett.,V
168,PIETT,Yes my lord.,V
169,VADER,Make ready to land out troops beyond the energy shield and  deploy the fleet so that nothing gets off that system. You are in command now Admiral Piett.,V
170,PIETT,Thank you Lord Vader.,V
171,LEIA,All troop carriers will assemble at the north entrance. The  heavy transport ships will leave as soon as theyre loaded. Only two fighter escorts per ship. The energy shield can only be opened for a short time so youll have to stay very close to your transports.,V
172,HOBBIE,Two fighters against a Star Destroyer?,V
173,LEIA,The ion cannon will fire several shots to make sure that any  enemy ships will be out of your flight path. When youve gotten past the energy shield proceed directly to the rendezvous point. Understood?,V
174,PILOTS,Right. Okay.,V
175,LEIA,Good luck.,V
176,DERLIN,Okay. Everyone to your stations. Lets go!,V
177,RIEEKAN,Their primary target will be the power generators. Prepare to  open the shield.,V
178,CONTROLLER,Sir Rebel ships are coming into our sector.,V
179,CAPTAIN,Good. Our first catch of the day.,V
180,WOMAN,CONTROLLER Stand by ion control....Fire!,V
181,ANNOUNCER,The first transport is away.,V
182,DACK,Feeling all right sir?,V
183,LUKE,Just like new Dack. How about you?,V
184,DACK,Right now I feel I could take on the whole Empire myself.,V
185,LUKE,I know what you mean.,V
186,TRENCH,OFFICER Echo Station Three-T-Eight.,V
187,TRENCH,OFFICER We have spotted Imperial walkers!,V
188,CONTROLLER,Imperial walkers on the north ridge.,V
189,LUKE,Echo station Five-Seven. Were on our way.,V
190,LUKE,All right boys keep tight now.,V
191,DACK,Luke I have no approach vector. Im not set.,V
192,LUKE,Steady Dack. Attack pattern delta. Go now!,V
193,LUKE,All right Im coming in.,V
194,LUKE,Hobbie you still with me?,V
195,LUKE,That armors too strong for blasters.,V
196,LUKE,Rouge Group use your harpoons and tow cables. Go  for the legs. It might be our only chance of stopping them.  All right stand by Dack.,V
197,DACK,Luke weve got a malfunction in fire control. Ill have to cut  in the auxiliary.,V
198,LUKE,Just hang on. Hang on Dack. Get ready to fire that tow cable.,V
199,LUKE,Dack? Dack!,V
200,VEERS,Yes Lord Vader. Ive reached the main power generator. The  shield will be down in moments. You may start your landing.,V
201,LUKE,Rouge Three.,V
202,WEDGE,Copy Rouge Leader,V
203,LUKE,Wedge Ive lost my gunner. Youll have to make  this shot. Ill cover for you. Set your harpoon. Follow me on the next pass.,V
204,WEDGE,Coming around Rouge Leader.,V
205,LUKE,Steady Rouge Two,V
206,WEDGE,Activate harpoon.,V
207,WEDGE,Good shot Janson.,V
208,WEDGE,One more pass.,V
209,JANSON,Coming around. Once more.,V
210,JANSON,One more.,V
211,JANSON,Cable out! Let her go!,V
212,WEDGE,Detach cable.,V
213,JANSON,Cable detached.,V
214,TRENCH,OFFICER Come on!,V
215,WEDGE,Whooha!! That got him!,V
216,LUKE,I see it Wedge. Good work.,V
217,RIEEKAN,I dont think we can protect two transports at a time.,V
218,LEIA,Its risky but we cant hold out much longer. We have no  choice.,V
219,RIEEKAN,Launch patrols.,V
220,LEIA,Evacuate remaining ground staff.,V
221,HAN,No no! No! This one goes there that one goes there. right?,V
222,THREEPIO,Artoo you take good care of Master Luke now understand?  And...do take care of yourself. Oh dear oh dear.,V
223,VEERS,All troops will debark for ground assault. Prepare to target  the main generator.,V
224,LUKE,Rouge Two are you all right?,V
225,ZEV,Yeah. Im with you Rouge Leader.,V
226,LUKE,Well set harpoon. Ill cover for you.,V
227,ZEV,Coming around.,V
228,LUKE,Watch that cross fire boys.,V
229,ZEV,Set for position three.  Steady.,V
230,LUKE,Stay tight and low.,V
231,LUKE,Hobbie Ive been hit!,V
232,HAN,You all right?,V
233,LEIA,Why are you still here?,V
234,HAN,I heard the command center had been hit.,V
235,LEIA,You got your clearance to leave.,V
236,HAN,Dont worry. Ill leave. First Im going to get you to your ship.,V
237,THREEPIO,Your Highness we must take this last transport. Its our  only hope.,V
238,LEIA,Send all troops in sector twelve to the south  slope to protect the fighters.,V
239,ANNOUNCER,Imperial troops have entered the base.,V
240,HAN,Come on...thats it.,V
241,LEIA,Give the evacuation code signal. And get to  your transports!,V
242,HEAD,CONTROLLER K-one-zero...all troops disengage.,V
243,THREEPIO,Oh! Wait for me!,V
244,OFFICER,Begin retreat!,V
245,SECOND,OFFICER Fall back!,V
246,VEERS,Distance to power generators?,V
247,PILOT,One-seven decimal two-eight.,V
248,VEERS,Target. Maximum fire power.,V
249,HAN,Transport this is Solo. Better take off -- I  cant get to you. Ill get the princess out on the Falcon.,V
250,THREEPIO,But...but...but...where are you going? Uh...come back!!,V
251,THREEPIO,Wait! Wait for me! Wait! Stop!,V
252,THREEPIO,How typical.,V
253,HAN,Come on.,V
254,HAN,Hurry up goldenrod or youre going to be a permanent resident!,V
255,THREEPIO,Wait! Wait!,V
256,HAN,Hows this?,V
257,LEIA,Would it helped if I got out and pushed?,V
258,HAN,It might.,V
259,THREEPIO,Captain Solo Captain Solo...sir might I suggest that  you...,V
260,THREEPIO,It can wait.,V
261,LEIA,The bucket of bolts is never going to get us past that blockade.,V
262,HAN,This babys got a few surprises left in her sweetheart.,V
263,HAN,Come on! Come on! Switch over. Lets hope we dont have a  burnout.,V
264,HAN,See?,V
265,LEIA,Someday youre going to be wrong and I hope Im there to see it.,V
266,HAN,Punch it!,V
267,LUKE,Artoo! Get her ready for takeoff.,V
268,WEDGE,Good luck Luke. See you at the rendezvous.,V
269,LUKE,Dont worry Artoo. Were going were going.,V
270,LUKE,Theres nothing wrong Artoo. Im just setting a  new course.,V
271,LUKE,Were not going to regroup with the others.,V
272,LUKE,Were going to the Dagobah system.,V
273,LUKE,Yes Artoo?,V
274,LUKE,Thats all right. Id like to keep it  on manual control for a while.,V
275,HAN,I saw them! I saw them!,V
276,LEIA,Saw what?,V
277,HAN,Star Destroyers two of them coming right at us.,V
278,THREEPIO,Sir sir! Might I suggest...,V
279,HAN,Shut him up or shut him down!  Check the  deflector shield!,V
280,HAN,Oh great. Well we can still outmaneuver them.,V
281,IMPERIAL,OFFICER Take evasive action!,V
282,HAN,Prepare to make the jump to light-speed.,V
283,THREEPIO,But sir!,V
284,LEIA,Theyre getting closer!,V
285,HAN,Oh yeah? Watch this.,V
286,LEIA,Watch what?,V
287,HAN,I think were in trouble.,V
288,THREEPIO,If I may say so sir I noticed earlier the hyperdrive  motivator has been damaged. Its impossible to go to light-speed!,V
289,HAN,Were in trouble!,V
290,HAN,Horizontal boosters...!,V
291,HAN,Alluvial dampers...! Well thats not it.,V
292,HAN,Bring me the hydrospanners!,V
293,HAN,I dont know how were going to get out of this one.,V
294,HAN,Oww! Chewie!,V
295,HAN,That was no laser blast! Something hit us.,V
296,LEIA,Han get up here!,V
297,HAN,Come on Chewie!,V
298,LEIA,Asteroids!,V
299,HAN,Oh no! Chewie set two-seven-one.,V
300,LEIA,What are you doing? Youre not actually going into an asteroid  field?,V
301,HAN,Theyd be crazy to follow us wouldnt they?,V
302,LEIA,You dont have to do this to impress me.,V
303,THREEPIO,Sir the possibility of successfully navigating an asteroid  field is approximately three thousand seven hundred and twenty to one.,V
304,HAN,Never tell me the odds!,V
305,HAN,You said you wanted to be around when I made a mistake; well  this could be it sweetheart.,V
306,LEIA,I take it back. Were going to get pulverized if we stay out  here much longer.,V
307,HAN,Im not going to argue with that.,V
308,THREEPIO,Pulverized?,V
309,HAN,Im going in closer to one of the big ones.,V
310,LEIA,Closer?,V
311,THREEPIO,Closer?!,V
312,THREEPIO,Oh this is suicide!,V
313,HAN,There. That looks pretty good.,V
314,LEIA,What looks pretty good?,V
315,HAN,Yeah. Thatll do nicely.,V
316,THREEPIO,Excuse me maam but where are we going?,V
317,LEIA,I hope you know what youre doing.,V
318,HAN,Yeah me too.,V
319,LUKE,Yes thats it. Dagobah.,V
320,LUKE,No Im not going to change my mind about this.   Im not picking up any cities or technology. Massive life-form readings though. Theres something alive down there...,V
321,LUKE,Yes Im sure its perfectly safe for droids.,V
322,LUKE,I know I know! All the scopes are dead. I cant  see a thing! Just hang on Im going to start the landing cycle...,V
323,LUKE,No Artoo you stay put. Ill have a look around.,V
